title,company,summary,salary
Data Scientist - Fraud Analytics,DiDi Labs,"We are looking for an experienced Data Scientist to provide data-driven, action-oriented solutions to risk problems through statistical data mining, analytics…",0
Data Scientist,Coverance Insurance Solutions Inc,"At Coverance Insurnace Solutions, Inc we're looking for a full-time Data Scientist. If you've ever wanted to work for a startup that's working on next…",0
Data Scientist – Content Marketing Engagement,Spotify,We are looking for a Senior Data Scientist with marketing analytics background to join the Spotify product Insights team in New York City.,0
Data Scientist,LOCKHEED MARTIN CORPORATION,Are you a data scientist? Does the idea of working on the most interesting machine learning problems at the world's largest defense contractor excite you?,0
Data Scientist,PERITUS.AI,"Peritus enables self-healing autonomous datacenters with automated, cognitive support for infrastructure software and hardware. You have a Master’s /Ph.D.",0
Data Scientist,Analysis Group,"Analysis Group is one of the largest international economics consulting firms, with more than 1,000 professionals across 14 offices in North America, Europe,…",0
Lead Data Scientist,Clarigent Health,Data & Artificial Intelligence Science. Lead other data scientists and use data and artificial intelligence science with a focus on machine learning techniques…,"$100,000 - $150,000 a year"
Data Scientist,Soaren Management,To manipulate data and draw insights from large data sets. We're currently looking for an experienced Data Scientist with deep technical and statistical…,0
Data Scientist - Hux,Deloitte,"As a Hux Senior Data Scientist, you will be tasked with solving data problems end to end. Running experiments and extracting the necessary data.",0
Sports Data Scientist,Awesemo.com LLC,Conduct research using historical sports data. Awesemo.com is a fantasy sports website dedicated to accurately predicting athlete performance based on past data…,"$50,000 - $100,000 a year"
Senior Data Scientist,Humana,"The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced…",0
Data Scientist,Lafayette Hospitality Search,They should have extensive knowledge of Tableau and data integration. I am searching for a data scientist/analyst on behalf of one of my client hotels.,"$65,000 - $75,000 a year"
Lead Data Scientist,Aetna,"Aetna takes our candidate's data privacy seriously. The candidate will lead a project team responsible for extracting and manipulating data from multiple, large…",0
Pricing Data Scientist,Tarifica,Performing routine and ad-hoc data analyses and reconciling/correcting data issues. The primary responsibilities of the Pricing Data Scientist will be to…,0
Data Analyst,Revel,We’re looking for a data scientist who can quickly and easily learn their way around a variety of data structures and technology. We aren’t afraid to dream big.,0
"Data Scientist, Phenomics Modeling",Bayer,"The primary responsibilities of this role, Data Scientist, are to: Contribute to ongoing data science efforts, utilize available data sets and data science best…",0
Healthcare Data Scientist,Vertex Pharmaceuticals,"Be the primary technical lead focused on creative use of diverse data sources, such as clinical trial data, electronic health record data, insurance claims data…",0
Data Scientist,Thorn,Research and develop statistical modeling for data analysis. As Data Scientist you will join our small but mighty organization at the early stage of this…,0
Associate Data Scientist,Optimal Solutions Group,"Collaborate with clients and end users in deploying data products that contain dynamic data visualizations to present findings, data explorers that allow users…",0
Data Scientist,Tapingo,"3-4 years proven experience as a Data Scientist using Python or R and with SQL and Experience with data science tools (Jupyter Notebook, Pandas, scikit-learn,…",0
Associate Data Scientist - INTERN - PART TIME,ENGIE Insight,"The Associate Data Scientist will be joining an industry-leading R&D team with extensive academic and industry experience in building energy analytics, solving…",0
Lead Data Scientist,Thomas Publishing,"The Lead Data Scientist will create the best practices and processes as we transition to a data-focused organization, and will involve working with petabyte…","$140,000 - $200,000 a year"
Data Scientist,Texas A&M Engineering,"Significant experience with data wrangling, data cleaning and prep, dimensionality reduction. We are looking for a full-time data scientist to work on data…",0
Staff Data Scientist - Ecomm (Vudu),Walmart,A Staff Data Scientist is responsible for analyzing large data sets to develop multiple custom models and algorithms to drive innovative business solutions.,0
Lead Data Scientist,Clarigent Health,"Mason, Ohio based Clarigent Health is using artificial intelligence and machine learning to study a person’s language and speech patterns to detect warning…","$100,000 - $150,000 a year"
Senior Data Scientist,Humana,"Experience in using mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic…",0
Data Scientist,National Security Agency,"Designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced statistical analysis, artificial…","$99,172 - $152,352 a year"
Data Scientist,Soaren Management,"Proven experience solving complex business problems using Machine Learning techniques like Regression, Classification, Supervised or Unsupervised Recommenders,…",0
Undergraduate Internship/Co-op Program - Data Scientist,Central Intelligence Agency,"You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…",$21.93 - $26.43 an hour
